Unnamed: 0,name,main_category,sub_category,ratings,no_of_ratings,discount_price,actual_price,image,link
12542,Tommy Hilfiger Everyday Women'S Clothing 388Pro,fashion,women's clothing,4.1,8869,₹165,₹201,https://example-cdn.local/img/930905.jpg,https://example.local/product/280501
12543,LEGO Deluxe Baby Care 647X,toys & baby products,baby care,4.6,2289,"₹2,382","₹2,986",https://example-cdn.local/img/787281.jpg,https://example.local/product/212461
12544,Pigeon Deluxe Kitchen Storage 929Max,home & kitchen,kitchen storage,3.6,1603,"₹3,575","₹4,260",https://example-cdn.local/img/398193.jpg,https://example.local/product/935834
12545,Funskool Classic Educational Games 783Max,toys & baby products,educational games,3.7,2404,₹167,₹241,https://example-cdn.local/img/828973.jpg,https://example.local/product/523151
12546,Apple Lightweight Storage Devices 283X,computers,storage devices,4.2,905,"₹29,706","₹32,594",https://example-cdn.local/img/502563.jpg,https://example.local/product/202629
12547,Bosch Advanced Washing Machines 949,appliances,washing machines,4.0,1420,"₹41,109","₹57,536",https://example-cdn.local/img/997495.jpg,https://example.local/product/624537
12548,Nirlon Lightweight Home Decor 839X,home & kitchen,home decor,4.2,2231,₹569,₹617,https://example-cdn.local/img/308495.jpg,https://example.local/product/403706
12549,Levis Lightweight Men'S Clothing 497X,fashion,men's clothing,3.3,1477,₹787,₹830,https://example-cdn.local/img/207534.jpg,https://example.local/product/442683
12550,Wonderchef Wireless Cookware 513Pro,home & kitchen,cookware,4.2,2160,₹725,₹900,https://example-cdn.local/img/140941.jpg,https://example.local/product/155007
12551,Yamaha Everyday Keyboards 255Max,music & instruments,keyboards,4.3,390,"₹18,274","₹21,681",https://example-cdn.local/img/303029.jpg,https://example.local/product/186439
12552,JBL Deluxe Smart Watches 669,electronics,smart watches,3.5,1894,"₹2,279","₹3,116",https://example-cdn.local/img/950075.jpg,https://example.local/product/503187
12553,Kore Ultra Sportswear 575Pro,sports & fitness,sportswear,4.3,3032,"₹1,546","₹1,639",https://example-cdn.local/img/275582.jpg,https://example.local/product/613061
12554,Samsonite Premium Backpacks 140,luggage & bags,backpacks,4.9,4051,"₹2,238","₹2,485",https://example-cdn.local/img/772472.jpg,https://example.local/product/400582
12555,24 Mantra Portable Beverages 176S,grocery & gourmet foods,beverages,4.4,1486,₹983,"₹1,172",https://example-cdn.local/img/518063.jpg,https://example.local/product/661103
12556,LG Advanced Washing Machines 859,appliances,washing machines,4.2,2115,"₹15,744","₹17,307",https://example-cdn.local/img/456776.jpg,https://example.local/product/522933
12557,Fastrack Pro Watch Accessories 366X,watches,watch accessories,3.0,572,"₹1,435","₹1,965",https://example-cdn.local/img/379895.jpg,https://example.local/product/311818
12558,Classmate Heavy-Duty Stationery 332,office products,stationery,4.8,1546,"₹3,577","₹4,085",https://example-cdn.local/img/375386.jpg,https://example.local/product/635135
12559,Lakme Everyday Makeup 349X,beauty & health,makeup,4.0,3803,₹211,₹264,https://example-cdn.local/img/892274.jpg,https://example.local/product/560275
12560,Carrier Heavy-Duty Air Conditioners 535Pro,appliances,air conditioners,3.8,1341,"₹23,693","₹28,512",https://example-cdn.local/img/489206.jpg,https://example.local/product/193972
12561,Spidy Moto Ultra Car Care 662S,car & motorbike,car care,4.6,1911,₹141,₹263,https://example-cdn.local/img/605242.jpg,https://example.local/product/447383
12562,Penguin Eco-Friendly Children'S Books 991Pro,books,children's books,3.4,706,₹907,"₹1,989",https://example-cdn.local/img/415094.jpg,https://example.local/product/731398
12563,24 Mantra Compact Beverages 460X,grocery & gourmet foods,beverages,4.3,5120,₹71,₹123,https://example-cdn.local/img/489559.jpg,https://example.local/product/421816
12564,Wonderchef Smart Home Decor 792,home & kitchen,home decor,2.8,789,"₹3,686","₹4,308",https://example-cdn.local/img/727703.jpg,https://example.local/product/552751
12565,Local Brand Eco-Friendly Snacks 869,grocery & gourmet foods,snacks,3.2,693,₹748,₹906,https://example-cdn.local/img/989585.jpg,https://example.local/product/544241
12566,WOW Essential Haircare 620S,beauty & health,haircare,4.7,6166,₹203,₹268,https://example-cdn.local/img/289516.jpg,https://example.local/product/339096
12567,Lenovo Ultra Storage Devices 110Pro,computers,storage devices,4.5,737,"₹116,458","₹129,625",https://example-cdn.local/img/787123.jpg,https://example.local/product/436296
12568,Cello Lightweight Office Electronics 886S,office products,office electronics,4.4,859,"₹5,228","₹8,864",https://example-cdn.local/img/148112.jpg,https://example.local/product/176117
12569,24 Mantra Smart Staples 247Max,grocery & gourmet foods,staples,4.6,1822,"₹1,940","₹1,983",https://example-cdn.local/img/315855.jpg,https://example.local/product/410971
12570,Mamaearth Eco-Friendly Makeup 879X,beauty & health,makeup,3.6,2556,₹159,₹210,https://example-cdn.local/img/151597.jpg,https://example.local/product/968052
12571,Local Brand Wireless Staples 988S,grocery & gourmet foods,staples,3.9,3292,₹48,₹68,https://example-cdn.local/img/780988.jpg,https://example.local/product/608576
12572,Truphe Smart Gardening Tools 599Max,garden & outdoors,gardening tools,3.9,777,"₹3,579","₹5,128",https://example-cdn.local/img/924371.jpg,https://example.local/product/976467
12573,Mamaearth Heavy-Duty Personal Care Appliances 484Pro,beauty & health,personal care appliances,3.8,1153,"₹1,065","₹1,322",https://example-cdn.local/img/570975.jpg,https://example.local/product/674273
12574,Garnier Deluxe Haircare 412,beauty & health,haircare,3.6,1345,"₹2,020","₹3,391",https://example-cdn.local/img/289937.jpg,https://example.local/product/786892
12575,Redwolf Ultra Watches 453,fashion,watches,4.3,3022,"₹3,156","₹3,628",https://example-cdn.local/img/569802.jpg,https://example.local/product/599762
12576,Mamaearth Smart Personal Care Appliances 819X,beauty & health,personal care appliances,4.2,8856,₹143,₹264,https://example-cdn.local/img/577851.jpg,https://example.local/product/613136
12577,Juarez Portable Keyboards 304Pro,music & instruments,keyboards,4.3,561,"₹1,547","₹1,844",https://example-cdn.local/img/894642.jpg,https://example.local/product/179816
12578,Wildcraft Lightweight Backpacks 586X,luggage & bags,backpacks,3.5,1168,₹674,"₹1,004",https://example-cdn.local/img/254861.jpg,https://example.local/product/650201
12579,Funskool Lightweight Baby Care 948,toys & baby products,baby care,3.5,963,"₹2,985","₹4,067",https://example-cdn.local/img/907288.jpg,https://example.local/product/937653
12580,Local Advanced Lab Equipment 867Pro,industrial & scientific,lab equipment,3.3,101,"₹11,902","₹13,416",https://example-cdn.local/img/554642.jpg,https://example.local/product/284820
12581,BE SAVAGE Pro Sportswear 777,sports & fitness,sportswear,3.4,693,"₹5,261","₹6,925",https://example-cdn.local/img/470884.jpg,https://example.local/product/752394
12582,Kore Portable Sportswear 349S,sports & fitness,sportswear,4.6,2940,₹231,₹349,https://example-cdn.local/img/612484.jpg,https://example.local/product/916636
12583,Samsung Premium Smart Watches 260Max,electronics,smart watches,4.1,4078,"₹1,278","₹1,752",https://example-cdn.local/img/811530.jpg,https://example.local/product/132828
12584,Samsonite Ultra Wallets 552S,luggage & bags,wallets,2.7,363,"₹1,689","₹1,747",https://example-cdn.local/img/847496.jpg,https://example.local/product/391127
12585,Lenovo Compact Laptops 144,computers,laptops,4.3,1790,"₹10,833","₹11,361",https://example-cdn.local/img/411911.jpg,https://example.local/product/770141
12586,AutoFurnish Ultra Bike Accessories 446S,car & motorbike,bike accessories,3.2,572,"₹7,057","₹8,300",https://example-cdn.local/img/277463.jpg,https://example.local/product/995568
12587,Parker Everyday Office Electronics 303,office products,office electronics,3.6,1110,₹426,₹533,https://example-cdn.local/img/246284.jpg,https://example.local/product/432472
12588,Levis Lightweight Watches 296Max,fashion,watches,3.5,3977,₹277,₹298,https://example-cdn.local/img/795039.jpg,https://example.local/product/767521
12589,Local Press Smart Non-Fiction 147X,books,non-fiction,4.1,774,₹367,₹414,https://example-cdn.local/img/898921.jpg,https://example.local/product/377754
12590,Realme Deluxe Cases & Covers 743Max,mobiles,cases & covers,3.4,2278,"₹1,594","₹1,830",https://example-cdn.local/img/486955.jpg,https://example.local/product/183958
12591,Bosch Premium Air Conditioners 779,appliances,air conditioners,4.4,2739,"₹11,382","₹16,757",https://example-cdn.local/img/923695.jpg,https://example.local/product/625253
12592,Lenovo Pro Storage Devices 505Pro,computers,storage devices,3.8,2052,"₹7,256","₹15,519",https://example-cdn.local/img/615562.jpg,https://example.local/product/791929
12593,Fossil Wireless Watches 634,fashion,watches,3.8,1481,"₹8,498","₹8,972",https://example-cdn.local/img/789316.jpg,https://example.local/product/307450
12594,Luvlap Portable Toys 959S,toys & baby products,toys,3.0,1672,₹81,₹107,https://example-cdn.local/img/703937.jpg,https://example.local/product/990484
12595,WOW Lightweight Skincare 982S,beauty & health,skincare,4.2,3316,₹416,₹453,https://example-cdn.local/img/937095.jpg,https://example.local/product/215708
12596,Redwolf Classic Watches 218S,fashion,watches,3.4,1723,₹764,₹926,https://example-cdn.local/img/831247.jpg,https://example.local/product/867207
12597,HRX Lightweight Watches 645X,fashion,watches,3.9,3268,₹391,₹447,https://example-cdn.local/img/110963.jpg,https://example.local/product/407430
12598,Casio Essential Analog Watches 676,watches,analog watches,4.0,766,"₹32,216","₹37,887",https://example-cdn.local/img/897381.jpg,https://example.local/product/695191
12599,HRX Classic Footwear 903,fashion,footwear,5.0,9492,₹141,₹215,https://example-cdn.local/img/673124.jpg,https://example.local/product/177820
12600,Voltas Smart Microwaves 160X,appliances,microwaves,4.7,2479,"₹5,233","₹7,189",https://example-cdn.local/img/531125.jpg,https://example.local/product/804657
12601,Nivea Essential Personal Care Appliances 558X,beauty & health,personal care appliances,3.5,1687,₹501,₹806,https://example-cdn.local/img/982934.jpg,https://example.local/product/254058
12602,Kadence Heavy-Duty Guitars 823S,music & instruments,guitars,3.9,155,"₹18,423","₹34,620",https://example-cdn.local/img/179685.jpg,https://example.local/product/540326
12603,Spidy Moto Eco-Friendly Car Care 184X,car & motorbike,car care,3.5,532,₹142,₹150,https://example-cdn.local/img/497011.jpg,https://example.local/product/510341
12604,Lenovo Wireless Laptops 376X,computers,laptops,3.8,922,"₹109,762","₹126,176",https://example-cdn.local/img/638895.jpg,https://example.local/product/279792
12605,Realme Smart Power Banks 643S,mobiles,power banks,5.0,2672,"₹6,917","₹7,341",https://example-cdn.local/img/626915.jpg,https://example.local/product/680201
12606,Truphe Eco-Friendly Gardening Tools 763S,garden & outdoors,gardening tools,4.2,608,₹886,"₹1,037",https://example-cdn.local/img/381933.jpg,https://example.local/product/752230
12607,Zebronics Compact Headphones 913Max,electronics,headphones,4.2,1874,"₹8,602","₹11,490",https://example-cdn.local/img/435097.jpg,https://example.local/product/744464
12608,Nivea Classic Personal Care Appliances 859,beauty & health,personal care appliances,4.0,1678,₹933,"₹1,105",https://example-cdn.local/img/172316.jpg,https://example.local/product/867987
12609,Wonderchef Eco-Friendly Kitchen Storage 141Pro,home & kitchen,kitchen storage,4.0,985,"₹2,878","₹3,718",https://example-cdn.local/img/984669.jpg,https://example.local/product/384347
12610,Lloyd Smart Air Conditioners 162Pro,appliances,air conditioners,5.0,3980,"₹8,718","₹14,598",https://example-cdn.local/img/616779.jpg,https://example.local/product/327278
12611,24 Mantra Portable Snacks 637S,grocery & gourmet foods,snacks,3.7,1732,₹203,₹317,https://example-cdn.local/img/696059.jpg,https://example.local/product/181408
12612,Logitech Classic Storage Devices 161X,computers,storage devices,4.3,4030,"₹1,759","₹2,350",https://example-cdn.local/img/523506.jpg,https://example.local/product/886294
12613,Casio Portable Stationery 725S,office products,stationery,3.6,1404,₹34,₹60,https://example-cdn.local/img/302572.jpg,https://example.local/product/410104
12614,24 Mantra Lightweight Beverages 280S,grocery & gourmet foods,beverages,4.0,1573,₹305,₹368,https://example-cdn.local/img/504990.jpg,https://example.local/product/753421
12615,Cello Everyday Office Electronics 570Max,office products,office electronics,4.3,1369,₹49,₹54,https://example-cdn.local/img/965272.jpg,https://example.local/product/735180
12616,Redwolf Heavy-Duty Women'S Clothing 916Pro,fashion,women's clothing,3.3,4901,₹174,₹253,https://example-cdn.local/img/555878.jpg,https://example.local/product/479024
12617,Funskool Classic Educational Games 402Max,toys & baby products,educational games,3.3,813,"₹1,553","₹1,897",https://example-cdn.local/img/965554.jpg,https://example.local/product/366196
12618,Garnier Ultra Personal Care Appliances 187S,beauty & health,personal care appliances,5.0,5723,₹811,₹834,https://example-cdn.local/img/415034.jpg,https://example.local/product/120141
12619,Zebronics Premium Smart Watches 573Pro,electronics,smart watches,3.8,3468,₹462,₹632,https://example-cdn.local/img/894183.jpg,https://example.local/product/652647
12620,Drools Everyday Pet Food 473X,pet supplies,pet food,4.3,2005,₹143,₹176,https://example-cdn.local/img/490816.jpg,https://example.local/product/903122
12621,boAt Ultra Headphones 186S,electronics,headphones,4.2,2573,"₹4,606","₹6,112",https://example-cdn.local/img/290801.jpg,https://example.local/product/953034
12622,Fastrack Deluxe Watch Accessories 221,watches,watch accessories,4.9,2040,"₹4,508","₹5,847",https://example-cdn.local/img/500369.jpg,https://example.local/product/855725
12623,Bosch Compact Lab Equipment 692X,industrial & scientific,lab equipment,4.2,824,₹122,₹201,https://example-cdn.local/img/330434.jpg,https://example.local/product/452059
12624,Ambrane Advanced Cases & Covers 130X,mobiles,cases & covers,4.5,8179,₹847,"₹1,554",https://example-cdn.local/img/722980.jpg,https://example.local/product/351095
12625,Casio Classic Watch Accessories 598,watches,watch accessories,3.9,579,"₹6,429","₹7,754",https://example-cdn.local/img/431456.jpg,https://example.local/product/432771
12626,Dell Premium Monitors 196S,computers,monitors,3.4,398,"₹9,127","₹9,428",https://example-cdn.local/img/665832.jpg,https://example.local/product/200744
